日期,銀行,幣別代碼,現金買入,現金賣出,即期買入,即期賣出
2025-10-05,台北富邦,USD,30.3220,30.4820,30.0600,30.7020
2025-10-05,台北富邦,CNY,4.2321 , 4.2921,4.0971 , 4.3221
2025-10-05,台北富邦,JPY,0.2039 , 0.2089,0.2012 , 0.2116
2025-10-05,台北富邦,EUR,35.4517,35.9717,35.0862,36.3372
2025-10-05,台北富邦,HKD,3.8684 , 3.9464,3.8024 , 3.9864
2025-10-05,台北富邦,AUD,19.9149,20.2949,19.6549,20.5549
2025-10-05,台北富邦,ZAR,1.7064 , 1.8264,-,-
2025-10-05,台北富邦,CAD,21.5975,21.9975,21.2920,22.3030
2025-10-05,台北富邦,GBP,40.6669,41.2969,-,-
2025-10-05,台北富邦,SGD,23.4068,23.7868,-,-
2025-10-05,台北富邦,CHF,37.9863,38.5063,-,-
2025-10-05,台北富邦,NZD,17.5557,17.9357,-,-
2025-10-05,台北富邦,SEK,3.1909 , 3.3109,-,-
2025-10-05,台北富邦,THB,0.9108 , 0.9708,-,-
2025-10-05,元大銀行,USD,30.3500,30.4860,30.1000,30.7140
2025-10-05,元大銀行,CNY,4.2380,4.2880,4.1380,4.3240
2025-10-05,元大銀行,JPY,0.2049,0.2081,0.2007,0.2103
2025-10-05,元大銀行,EUR,35.5400,35.8600,35.1400,36.2400
2025-10-05,元大銀行,HKD,3.8830,3.9350,3.8140,3.9700
2025-10-05,元大銀行,AUD,19.9900,20.1900,-,-
2025-10-05,元大銀行,NZD,17.6400,17.8400,-,-
2025-10-05,元大銀行,ZAR,1.7084,1.8384,-,-
2025-10-05,元大銀行,CAD,21.6800,21.8800,-,-
2025-10-05,元大銀行,GBP,40.7100,41.1100,-,-
2025-10-05,元大銀行,SGD,23.5100,23.6700,-,-
2025-10-05,元大銀行,CHF,38.1000,38.3200,-,-
2025-10-05,元大銀行,SEK,3.2000,3.2800,-,-
2025-10-05,元大銀行,THB,0.9140,0.9640,-,-
2025-10-05,台灣銀行,USD,30.285,30.435,29.96,30.63
2025-10-05,台灣銀行,HKD,3.867,3.937,3.746,3.95
2025-10-05,台灣銀行,GBP,40.635,41.265,39.74,41.86
2025-10-05,台灣銀行,AUD,19.875,20.22,19.66,20.44
2025-10-05,台灣銀行,CAD,21.61,21.94,21.28,22.19
2025-10-05,台灣銀行,SGD,23.45,23.67,22.98,23.89
2025-10-05,台灣銀行,CHF,37.98,38.37,37.37,38.57
2025-10-05,台灣銀行,JPY,0.2035,0.2085,0.1967,0.2095
2025-10-05,台灣銀行,ZAR,1.719,1.809,-,-
2025-10-05,台灣銀行,SEK,3.18,3.3,-,-
2025-10-05,台灣銀行,NZD,17.56,17.86,17.23,18.08
2025-10-05,台灣銀行,THB,0.9213,0.9673,0.8109,1.0009
2025-10-05,台灣銀行,PHP,-,-,0.4582,0.5902
2025-10-05,台灣銀行,IDR,-,-,0.00148,0.00218
2025-10-05,台灣銀行,EUR,35.365,35.965,34.85,36.19
2025-10-05,台灣銀行,KRW,-,-,0.01983,0.02373
2025-10-05,台灣銀行,VND,-,-,0.00091,0.00132
2025-10-05,台灣銀行,MYR,-,-,6.189,7.714
2025-10-05,台灣銀行,CNY,4.226,4.286,4.159,4.321
2025-10-05,永豐銀行,USD,-,30.2800,30.3890,30.0800
2025-10-05,永豐銀行,JPY,-,0.2038,0.2075,0.2008
2025-10-05,永豐銀行,HKD,-,3.8707,3.9249,3.8307
2025-10-05,永豐銀行,EUR,-,35.3831,35.7568,35.0331
2025-10-05,永豐銀行,GBP,-,40.5682,40.9890,-
2025-10-05,永豐銀行,CHF,-,37.8878,38.1685,-
2025-10-05,永豐銀行,AUD,-,19.9171,20.1515,-
2025-10-05,永豐銀行,SGD,-,23.4175,23.6305,-
2025-10-05,永豐銀行,SEK,-,3.1971,3.2572,-
2025-10-05,永豐銀行,CAD,-,21.6333,21.8210,-
2025-10-05,永豐銀行,THB,-,0.9169,0.9559,-
2025-10-05,永豐銀行,ZAR,-,1.7254,1.7891,-
2025-10-05,永豐銀行,NZD,-,17.5681,17.7843,-
2025-10-05,永豐銀行,MOP,-,3.7200,3.8518,-
2025-10-05,永豐銀行,CNY,-,4.2251,4.2846,4.1431
2025-10-05,永豐銀行,CNH,-,4.2251,4.2755,-
2025-10-05,玉山銀行,USD,30.34,30.44,30.09,30.64
2025-10-05,玉山銀行,CNY,4.236,4.286,4.19,4.35
2025-10-05,玉山銀行,HKD,3.873,3.933,3.803,3.963
2025-10-05,玉山銀行,JPY,0.2041,0.2081,0.2031,0.2101
2025-10-05,玉山銀行,EUR,35.5,35.9,35.2,36.2
2025-10-05,玉山銀行,AUD,19.98,20.2,19.69,20.49
2025-10-05,玉山銀行,CAD,21.69,21.87,21.38,22.18
2025-10-05,玉山銀行,GBP,40.77,41.17,40.47,41.47
2025-10-05,玉山銀行,ZAR,1.713,1.813,-,-
2025-10-05,玉山銀行,NZD,17.61,17.85,-,-
2025-10-05,玉山銀行,CHF,38.05,38.31,-,-
2025-10-05,玉山銀行,SEK,3.212,3.272,-,-
2025-10-05,玉山銀行,SGD,23.5,23.66,-,-
2025-10-05,玉山銀行,MXN,1.612,1.692,-,-
2025-10-05,玉山銀行,THB,0.922,0.962,-,-
2025-10-05,國泰世華,USD,30.3500,30.4700,30.3800,30.4400
2025-10-05,國泰世華,EUR,35.4300,35.9300,35.4900,35.8700
2025-10-05,國泰世華,JPY,0.2037,0.2087,0.2047,0.2077
2025-10-05,國泰世華,CNY,4.2190,4.2940,4.2290,4.2840
2025-10-05,國泰世華,HKD,3.8730,3.9430,3.8830,3.9330
2025-10-05,國泰世華,AUD,19.9400,20.2000,19.9700,20.1700
2025-10-05,國泰世華,NZD,17.5800,17.8800,17.6000,17.8600
2025-10-05,國泰世華,ZAR,1.7050,1.8250,1.7100,1.8200
2025-10-05,國泰世華,CAD,21.5900,21.9900,21.6200,21.9600
2025-10-05,國泰世華,GBP,40.6600,41.2800,40.7200,41.2200
2025-10-05,國泰世華,CHF,37.9500,38.4700,37.9800,38.4400
2025-10-05,國泰世華,SEK,3.1860,3.3060,3.1960,3.2960
2025-10-05,國泰世華,SGD,23.4300,23.7300,23.4600,23.7000
2025-10-05,國泰世華,THB,0.9100,0.9700,0.9130,0.9670
2025-10-05,國泰世華,DKK,4.7000,4.8600,4.7100,4.8500
2025-10-05,國泰世華,TRY,0.3700,1.0900,0.4000,1.0600
2025-10-05,台新銀行,USD,-,30.2890,30.4490,30.1170
2025-10-05,台新銀行,JPY,-,0.2039,0.2074,0.2019
2025-10-05,台新銀行,CNY,-,4.2326,4.2786 ,4.1636
2025-10-05,台新銀行,EUR,-,35.4840,35.8340,35.1510
2025-10-05,台新銀行,HKD,-,3.8778,3.9278 ,3.8328
2025-10-05,台新銀行,AUD,-,19.9460,20.1660,19.6640
2025-10-05,台新銀行,CAD,-,21.6470,21.8870,21.3570
2025-10-05,台新銀行,NZD,-,17.5880,17.8280,17.3830
2025-10-05,台新銀行,SGD,-,23.4320,23.6920,23.1320
2025-10-05,台新銀行,CHF,-,37.9860,38.3660,-
2025-10-05,台新銀行,GBP,-,40.7170,41.1570,-
2025-10-05,台新銀行,SEK,-,3.2103,3.2703,-
2025-10-05,台新銀行,ZAR,-,1.7234,1.8034,-
2025-10-05,台新銀行,THB,-,0.9216,0.9576,-
